IndexType,IndexUnique,Operation,ListType,numElements,ExperimentNumber,Duration,NumNodes
new,nonUnique,insert,random,100000,5,35,490
new,nonUnique,insert_write,random,100000,5,98,490
new,nonUnique,insert,random,100000,6,35,490
new,nonUnique,insert_write,random,100000,6,97,490
new,nonUnique,insert,random,100000,7,36,490
new,nonUnique,insert_write,random,100000,7,97,490
new,nonUnique,insert,random,100000,8,35,490
new,nonUnique,insert_write,random,100000,8,97,490
new,nonUnique,insert,random,100000,9,34,490
new,nonUnique,insert_write,random,100000,9,99,490
new,nonUnique,insert,random,100000,10,37,490
new,nonUnique,insert_write,random,100000,10,102,490
new,nonUnique,insert,random,500000,0,337,2419
new,nonUnique,insert_write,random,500000,0,501,2419
new,nonUnique,insert,random,500000,1,289,2419
new,nonUnique,insert_write,random,500000,1,472,2419
new,nonUnique,insert,random,500000,2,284,2419
new,nonUnique,insert_write,random,500000,2,472,2419
new,nonUnique,insert,random,500000,3,286,2419
new,nonUnique,insert_write,random,500000,3,478,2419
new,nonUnique,insert,random,500000,4,283,2419
new,nonUnique,insert_write,random,500000,4,482,2419
new,nonUnique,insert,random,500000,5,306,2419
new,nonUnique,insert_write,random,500000,5,476,2419
new,nonUnique,insert,random,500000,6,292,2419
new,nonUnique,insert_write,random,500000,6,477,2419
new,nonUnique,insert,random,500000,7,289,2419
new,nonUnique,insert_write,random,500000,7,474,2419
new,nonUnique,insert,random,500000,8,288,2419
new,nonUnique,insert_write,random,500000,8,483,2419
new,nonUnique,insert,random,500000,9,314,2419
new,nonUnique,insert_write,random,500000,9,478,2419
new,nonUnique,insert,random,500000,10,293,2419
new,nonUnique,insert_write,random,500000,10,627,2419
new,nonUnique,insert,random,1000000,0,851,4801
new,nonUnique,insert_write,random,1000000,0,958,4801
new,nonUnique,insert,random,1000000,1,889,4801
new,nonUnique,insert_write,random,1000000,1,939,4801
new,nonUnique,insert,random,1000000,2,709,4801
new,nonUnique,insert_write,random,1000000,2,2420,4801
new,nonUnique,insert,random,1000000,3,737,4801
new,nonUnique,insert_write,random,1000000,3,962,4801
new,nonUnique,insert,random,1000000,4,712,4801
new,nonUnique,insert_write,random,1000000,4,1003,4801
new,nonUnique,insert,random,1000000,5,781,4801
new,nonUnique,insert_write,random,1000000,5,937,4801
new,nonUnique,insert,random,1000000,6,704,4801
new,nonUnique,insert_write,random,1000000,6,936,4801
new,nonUnique,insert,random,1000000,7,711,4801
new,nonUnique,insert_write,random,1000000,7,943,4801
new,nonUnique,insert,random,1000000,8,706,4801
new,nonUnique,insert_write,random,1000000,8,956,4801
new,nonUnique,insert,random,1000000,9,724,4801
new,nonUnique,insert_write,random,1000000,9,942,4801
new,nonUnique,insert,random,1000000,10,733,4801
new,nonUnique,insert_write,random,1000000,10,937,4801
new,nonUnique,insert,increasing,100000,0,9,232
new,nonUnique,insert_write,increasing,100000,0,34,232
new,nonUnique,insert,increasing,100000,1,9,232
new,nonUnique,insert_write,increasing,100000,1,35,232
new,nonUnique,insert,increasing,100000,2,9,232
new,nonUnique,insert_write,increasing,100000,2,632,232
new,nonUnique,insert,increasing,100000,3,15,232
new,nonUnique,insert_write,increasing,100000,3,36,232
new,nonUnique,insert,increasing,100000,4,9,232
new,nonUnique,insert_write,increasing,100000,4,33,232
new,nonUnique,insert,increasing,100000,5,9,232
new,nonUnique,insert_write,increasing,100000,5,36,232
new,nonUnique,insert,increasing,100000,6,9,232
new,nonUnique,insert_write,increasing,100000,6,33,232
new,nonUnique,insert,increasing,100000,7,9,232
new,nonUnique,insert_write,increasing,100000,7,33,232
new,nonUnique,insert,increasing,100000,8,11,232
new,nonUnique,insert_write,increasing,100000,8,33,232
new,nonUnique,insert,increasing,100000,9,9,232
new,nonUnique,insert_write,increasing,100000,9,34,232
new,nonUnique,insert,increasing,100000,10,9,232
new,nonUnique,insert_write,increasing,100000,10,36,232
new,nonUnique,insert,increasing,500000,0,60,1158
new,nonUnique,insert_write,increasing,500000,0,174,1158
new,nonUnique,insert,increasing,500000,1,65,1158
new,nonUnique,insert_write,increasing,500000,1,168,1158
new,nonUnique,insert,increasing,500000,2,58,1158
new,nonUnique,insert_write,increasing,500000,2,1505,1158
new,nonUnique,insert,increasing,500000,3,57,1158
new,nonUnique,insert_write,increasing,500000,3,167,1158
new,nonUnique,insert,increasing,500000,4,58,1158
new,nonUnique,insert_write,increasing,500000,4,174,1158
new,nonUnique,insert,increasing,500000,5,73,1158
new,nonUnique,insert_write,increasing,500000,5,197,1158
new,nonUnique,insert,increasing,500000,6,58,1158
new,nonUnique,insert_write,increasing,500000,6,167,1158
new,nonUnique,insert,increasing,500000,7,73,1158
new,nonUnique,insert_write,increasing,500000,7,169,1158
new,nonUnique,insert,increasing,500000,8,58,1158
new,nonUnique,insert_write,increasing,500000,8,168,1158
new,nonUnique,insert,increasing,500000,9,58,1158
new,nonUnique,insert_write,increasing,500000,9,171,1158
new,nonUnique,insert,increasing,500000,10,65,1158
new,nonUnique,insert_write,increasing,500000,10,176,1158
new,nonUnique,insert,increasing,1000000,0,125,2312
new,nonUnique,insert_write,increasing,1000000,0,370,2312
new,nonUnique,insert,increasing,1000000,1,132,2312
new,nonUnique,insert_write,increasing,1000000,1,339,2312
new,nonUnique,insert,increasing,1000000,2,121,2312
new,nonUnique,insert_write,increasing,1000000,2,337,2312
new,nonUnique,insert,increasing,1000000,3,121,2312
new,nonUnique,insert_write,increasing,1000000,3,337,2312
new,nonUnique,insert,increasing,1000000,4,120,2312
new,nonUnique,insert_write,increasing,1000000,4,339,2312
new,nonUnique,insert,increasing,1000000,5,149,2312
new,nonUnique,insert_write,increasing,1000000,5,339,2312
new,nonUnique,insert,increasing,1000000,6,121,2312
new,nonUnique,insert_write,increasing,1000000,6,337,2312
new,nonUnique,insert,increasing,1000000,7,132,2312
new,nonUnique,insert_write,increasing,1000000,7,337,2312
new,nonUnique,insert,increasing,1000000,8,120,2312
new,nonUnique,insert_write,increasing,1000000,8,335,2312
new,nonUnique,insert,increasing,1000000,9,120,2312
new,nonUnique,insert_write,increasing,1000000,9,340,2312
new,nonUnique,insert,increasing,1000000,10,187,2312
new,nonUnique,insert_write,increasing,1000000,10,551,2312
new,nonUnique,insert,random_nonUnique,100000,0,39,267
new,nonUnique,insert_write,random_nonUnique,100000,0,31,267
new,nonUnique,insert,random_nonUnique,100000,1,38,267
new,nonUnique,insert_write,random_nonUnique,100000,1,32,267
new,nonUnique,insert,random_nonUnique,100000,2,39,267
new,nonUnique,insert_write,random_nonUnique,100000,2,31,267
new,nonUnique,insert,random_nonUnique,100000,3,40,267
new,nonUnique,insert_write,random_nonUnique,100000,3,31,267
new,nonUnique,insert,random_nonUnique,100000,4,41,267
new,nonUnique,insert_write,random_nonUnique,100000,4,31,267
new,nonUnique,insert,random_nonUnique,100000,5,38,267
new,nonUnique,insert_write,random_nonUnique,100000,5,32,267
new,nonUnique,insert,random_nonUnique,100000,6,38,267
new,nonUnique,insert_write,random_nonUnique,100000,6,31,267
new,nonUnique,insert,random_nonUnique,100000,7,40,267
new,nonUnique,insert_write,random_nonUnique,100000,7,31,267
new,nonUnique,insert,random_nonUnique,100000,8,39,267
new,nonUnique,insert_write,random_nonUnique,100000,8,32,267
new,nonUnique,insert,random_nonUnique,100000,9,38,267
new,nonUnique,insert_write,random_nonUnique,100000,9,31,267
new,nonUnique,insert,random_nonUnique,100000,10,38,267
new,nonUnique,insert_write,random_nonUnique,100000,10,31,267
new,nonUnique,insert,random_nonUnique,500000,0,257,1334
new,nonUnique,insert_write,random_nonUnique,500000,0,158,1334
new,nonUnique,insert,random_nonUnique,500000,1,253,1334
new,nonUnique,insert_write,random_nonUnique,500000,1,161,1334
new,nonUnique,insert,random_nonUnique,500000,2,255,1334
new,nonUnique,insert_write,random_nonUnique,500000,2,157,1334
new,nonUnique,insert,random_nonUnique,500000,3,251,1334
new,nonUnique,insert_write,random_nonUnique,500000,3,1927,1334
new,nonUnique,insert,random_nonUnique,500000,4,265,1334
new,nonUnique,insert_write,random_nonUnique,500000,4,157,1334
new,nonUnique,insert,random_nonUnique,500000,5,249,1334
new,nonUnique,insert_write,random_nonUnique,500000,5,158,1334
new,nonUnique,insert,random_nonUnique,500000,6,250,1334
new,nonUnique,insert_write,random_nonUnique,500000,6,158,1334
new,nonUnique,insert,random_nonUnique,500000,7,247,1334
new,nonUnique,insert_write,random_nonUnique,500000,7,157,1334
new,nonUnique,insert,random_nonUnique,500000,8,249,1334
new,nonUnique,insert_write,random_nonUnique,500000,8,159,1334
new,nonUnique,insert,random_nonUnique,500000,9,248,1334
new,nonUnique,insert_write,random_nonUnique,500000,9,160,1334
new,nonUnique,insert,random_nonUnique,500000,10,252,1334
new,nonUnique,insert_write,random_nonUnique,500000,10,158,1334
new,nonUnique,insert,random_nonUnique,1000000,0,540,2610
new,nonUnique,insert_write,random_nonUnique,1000000,0,306,2610
new,nonUnique,insert,random_nonUnique,1000000,1,544,2610
new,nonUnique,insert_write,random_nonUnique,1000000,1,314,2610
new,nonUnique,insert,random_nonUnique,1000000,2,587,2610
new,nonUnique,insert_write,random_nonUnique,1000000,2,380,2610
new,nonUnique,insert,random_nonUnique,1000000,3,658,2610
new,nonUnique,insert_write,random_nonUnique,1000000,3,376,2610
new,nonUnique,insert,random_nonUnique,1000000,4,689,2610
new,nonUnique,insert_write,random_nonUnique,1000000,4,374,2610
new,nonUnique,insert,random_nonUnique,1000000,5,663,2610
new,nonUnique,insert_write,random_nonUnique,1000000,5,373,2610
new,nonUnique,insert,random_nonUnique,1000000,6,658,2610
new,nonUnique,insert_write,random_nonUnique,1000000,6,376,2610
new,nonUnique,insert,random_nonUnique,1000000,7,662,2610
new,nonUnique,insert_write,random_nonUnique,1000000,7,372,2610
new,nonUnique,insert,random_nonUnique,1000000,8,659,2610
new,nonUnique,insert_write,random_nonUnique,1000000,8,375,2610
new,nonUnique,insert,random_nonUnique,1000000,9,692,2610
new,nonUnique,insert_write,random_nonUnique,1000000,9,378,2610
new,nonUnique,insert,random_nonUnique,1000000,10,678,2610
new,nonUnique,insert_write,random_nonUnique,1000000,10,372,2610
new,nonUnique,search,random_nonUnique,100000,0,17935,264
new,nonUnique,search,random_nonUnique,100000,1,17821,264
new,nonUnique,search,random_nonUnique,100000,2,18269,264
new,nonUnique,search,random_nonUnique,100000,3,17814,264
new,nonUnique,search,random_nonUnique,100000,4,17882,264
new,nonUnique,search,random_nonUnique,100000,5,17706,264
new,nonUnique,search,random_nonUnique,100000,6,17744,264
new,nonUnique,search,random_nonUnique,100000,7,17663,264
new,nonUnique,search,random_nonUnique,100000,8,16534,264
new,nonUnique,search,random_nonUnique,100000,9,15755,264
new,nonUnique,search,random_nonUnique,100000,10,18784,264
new,nonUnique,remove,random_nonUnique,200000,0,599,51
new,nonUnique,remove,random_nonUnique,200000,1,160,49
new,nonUnique,remove,random_nonUnique,200000,2,164,49
new,nonUnique,remove,random_nonUnique,200000,3,162,50
new,nonUnique,remove,random_nonUnique,200000,4,182,52
new,nonUnique,remove,random_nonUnique,200000,5,156,49
new,nonUnique,remove,random_nonUnique,200000,6,157,51
new,nonUnique,remove,random_nonUnique,200000,7,157,55
new,nonUnique,remove,random_nonUnique,200000,8,156,54
new,nonUnique,remove,random_nonUnique,200000,9,191,52
new,nonUnique,remove,random_nonUnique,200000,10,157,52
new,nonUnique,remove,random_nonUnique,500000,0,530,130
new,nonUnique,remove,random_nonUnique,500000,1,540,129
new,nonUnique,remove,random_nonUnique,500000,2,545,129
new,nonUnique,remove,random_nonUnique,500000,3,526,129
new,nonUnique,remove,random_nonUnique,500000,4,532,125
new,nonUnique,remove,random_nonUnique,500000,5,534,127
new,nonUnique,remove,random_nonUnique,500000,6,533,131
new,nonUnique,remove,random_nonUnique,500000,7,535,135
new,nonUnique,remove,random_nonUnique,500000,8,530,132
new,nonUnique,remove,random_nonUnique,500000,9,532,124
new,nonUnique,remove,random_nonUnique,500000,10,523,131
